id,canonical_slug,hugging_face_id,name,created,description,context_length,architecture,per_request_limits,supported_parameters,default_parameters,knowledge_cutoff,expiration_date,prompt_pricing,completion_pricing,max_completion_tokens,is_moderated
cohere/command-r7b-12-2024,cohere/command-r7b-12-2024,,Cohere: Command R7B (12-2024),1734158152,"Command R7B (12-2024) is a small, fast update of the Command R+ model, delivered in December 2024. It excels at RAG, tool use, agents, and similar tasks requiring complex reasoning and multiple steps.

Use of this model is subject to Cohere's [Usage Policy](https://docs.cohere.com/docs/usage-policy) and [SaaS Agreement](https://cohere.com/saas-agreement).",128000.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Cohere', 'instruct_type': None}",,"['frequency_penalty', 'max_tokens', 'presence_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'top_k', 'top_p']",{},2024-08-31,,0.0000000375,0.00000015,4000.0,True
meta-llama/llama-3.3-70b-instruct:free,meta-llama/llama-3.3-70b-instruct,meta-llama/Llama-3.3-70B-Instruct,Meta: Llama 3.3 70B Instruct (free),1733506137,"The Meta Llama 3.3 multilingual large language model (LLM) is a pretrained and instruction tuned generative model in 70B (text in/text out). The Llama 3.3 instruction tuned text only model is optimized for multilingual dialogue use cases and outperforms many of the available open source and closed chat models on common industry benchmarks.

Supported languages: English, German, French, Italian, Portuguese, Hindi, Spanish, and Thai.

[Model Card](https://github.com/meta-llama/llama-models/blob/main/models/llama3_3/MODEL_CARD.md)",65536.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Llama3', 'instruct_type': 'llama3'}",,"['frequency_penalty', 'max_tokens', 'presence_penalty', 'stop', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_p']",{},2023-12-31,,0,0,,False
meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,meta-llama/Llama-3.3-70B-Instruct,Meta: Llama 3.3 70B Instruct,1733506137,"The Meta Llama 3.3 multilingual large language model (LLM) is a pretrained and instruction tuned generative model in 70B (text in/text out). The Llama 3.3 instruction tuned text only model is optimized for multilingual dialogue use cases and outperforms many of the available open source and closed chat models on common industry benchmarks.

Supported languages: English, German, French, Italian, Portuguese, Hindi, Spanish, and Thai.

[Model Card](https://github.com/meta-llama/llama-models/blob/main/models/llama3_3/MODEL_CARD.md)",131072.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Llama3', 'instruct_type': 'llama3'}",,"['frequency_penalty', 'logit_bias', 'logprobs', 'max_tokens', 'min_p', 'presence_penalty', 'repetition_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_logprobs', 'top_p']",{},2023-12-31,,0.0000001,0.00000032,16384.0,False
amazon/nova-lite-v1,amazon/nova-lite-v1,,Amazon: Nova Lite 1.0,1733437363,"Amazon Nova Lite 1.0 is a very low-cost multimodal model from Amazon that focused on fast processing of image, video, and text inputs to generate text output. Amazon Nova Lite can handle real-time customer interactions, document analysis, and visual question-answering tasks with high accuracy.

With an input context of 300K tokens, it can analyze multiple images or up to 30 minutes of video in a single input.",300000.0,"{'modality': 'text+image->text', 'input_modalities': ['text', 'image'], 'output_modalities': ['text'], 'tokenizer': 'Nova', 'instruct_type': None}",,"['max_tokens', 'stop', 'temperature', 'tools', 'top_k', 'top_p']",{},2024-10-31,,0.00000006,0.00000024,5120.0,True
amazon/nova-micro-v1,amazon/nova-micro-v1,,Amazon: Nova Micro 1.0,1733437237,"Amazon Nova Micro 1.0 is a text-only model that delivers the lowest latency responses in the Amazon Nova family of models at a very low cost. With a context length of 128K tokens and optimized for speed and cost, Amazon Nova Micro excels at tasks such as text summarization, translation, content classification, interactive chat, and brainstorming. It has  simple mathematical reasoning and coding abilities.",128000.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Nova', 'instruct_type': None}",,"['max_tokens', 'stop', 'temperature', 'tools', 'top_k', 'top_p']",{},2024-10-31,,0.000000035,0.00000014,5120.0,True
amazon/nova-pro-v1,amazon/nova-pro-v1,,Amazon: Nova Pro 1.0,1733436303,"Amazon Nova Pro 1.0 is a capable multimodal model from Amazon focused on providing a combination of accuracy, speed, and cost for a wide range of tasks. As of December 2024, it achieves state-of-the-art performance on key benchmarks including visual question answering (TextVQA) and video understanding (VATEX).

Amazon Nova Pro demonstrates strong capabilities in processing both visual and textual information and at analyzing financial documents.

**NOTE**: Video input is not supported at this time.",300000.0,"{'modality': 'text+image->text', 'input_modalities': ['text', 'image'], 'output_modalities': ['text'], 'tokenizer': 'Nova', 'instruct_type': None}",,"['max_tokens', 'stop', 'temperature', 'tools', 'top_k', 'top_p']",{},2024-10-31,,0.0000008,0.0000032,5120.0,True
openai/gpt-4o-2024-11-20,openai/gpt-4o-2024-11-20,,OpenAI: GPT-4o (2024-11-20),1732127594,"The 2024-11-20 version of GPT-4o offers a leveled-up creative writing ability with more natural, engaging, and tailored writing to improve relevance & readability. It’s also better at working with uploaded files, providing deeper insights & more thorough responses.

GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.",128000.0,"{'modality': 'text+image+file->text', 'input_modalities': ['text', 'image', 'file'], 'output_modalities': ['text'], 'tokenizer': 'GPT', 'instruct_type': None}",,"['frequency_penalty', 'logit_bias', 'logprobs', 'max_tokens', 'presence_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_logprobs', 'top_p', 'web_search_options']",{},2023-10-31,,0.0000025,0.00001,16384.0,True
mistralai/mistral-large-2411,mistralai/mistral-large-2411,,Mistral Large 2411,1731978685,"Mistral Large 2 2411 is an update of [Mistral Large 2](/mistralai/mistral-large) released together with [Pixtral Large 2411](/mistralai/pixtral-large-2411)

It provides a significant upgrade on the previous [Mistral Large 24.07](/mistralai/mistral-large-2407), with notable improvements in long context understanding, a new system prompt, and more accurate function calling.",131072.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Mistral', 'instruct_type': None}",,"['frequency_penalty', 'max_tokens', 'presence_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_p']",{'temperature': 0.3},2024-07-31,,0.000002,0.000006,,False
mistralai/mistral-large-2407,mistralai/mistral-large-2407,,Mistral Large 2407,1731978415,"This is Mistral AI's flagship model, Mistral Large 2 (version mistral-large-2407). It's a proprietary weights-available model and excels at reasoning, code, JSON, chat, and more. Read the launch announcement [here](https://mistral.ai/news/mistral-large-2407/).

It supports dozens of languages including French, German, Spanish, Italian, Portuguese, Arabic, Hindi, Russian, Chinese, Japanese, and Korean, along with 80+ coding languages including Python, Java, C, C++, JavaScript, and Bash. Its long context window allows precise information recall from large documents.
",131072.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Mistral', 'instruct_type': None}",,"['frequency_penalty', 'max_tokens', 'presence_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_p']",{'temperature': 0.3},2024-03-31,,0.000002,0.000006,,False
mistralai/pixtral-large-2411,mistralai/pixtral-large-2411,,Mistral: Pixtral Large 2411,1731977388,"Pixtral Large is a 124B parameter, open-weight, multimodal model built on top of [Mistral Large 2](/mistralai/mistral-large-2411). The model is able to understand documents, charts and natural images.

The model is available under the Mistral Research License (MRL) for research and educational use, and the Mistral Commercial License for experimentation, testing, and production for commercial purposes.

",131072.0,"{'modality': 'text+image->text', 'input_modalities': ['text', 'image'], 'output_modalities': ['text'], 'tokenizer': 'Mistral', 'instruct_type': None}",,"['frequency_penalty', 'max_tokens', 'presence_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_p']",{'temperature': 0.3},2024-07-31,,0.000002,0.000006,,False
qwen/qwen-2.5-coder-32b-instruct,qwen/qwen-2.5-coder-32b-instruct,Qwen/Qwen2.5-Coder-32B-Instruct,Qwen2.5 Coder 32B Instruct,1731368400,"Qwen2.5-Coder is the latest series of Code-Specific Qwen large language models (formerly known as CodeQwen). Qwen2.5-Coder brings the following improvements upon CodeQwen1.5:

- Significantly improvements in **code generation**, **code reasoning** and **code fixing**. 
- A more comprehensive foundation for real-world applications such as **Code Agents**. Not only enhancing coding capabilities but also maintaining its strengths in mathematics and general competencies.

To read more about its evaluation results, check out [Qwen 2.5 Coder's blog](https://qwenlm.github.io/blog/qwen2.5-coder-family/).",32768.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Qwen', 'instruct_type': 'chatml'}",,"['frequency_penalty', 'max_tokens', 'presence_penalty', 'repetition_penalty', 'seed', 'temperature', 'top_k', 'top_p']",{},2024-06-30,,0.00000066,0.000001,,False
thedrummer/unslopnemo-12b,thedrummer/unslopnemo-12b,TheDrummer/UnslopNemo-12B-v4.1,TheDrummer: UnslopNemo 12B,1731103448,"UnslopNemo v4.1 is the latest addition from the creator of Rocinante, designed for adventure writing and role-play scenarios.",32768.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Mistral', 'instruct_type': 'mistral'}",,"['frequency_penalty', 'logprobs', 'max_tokens', 'presence_penalty', 'repetition_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_logprobs', 'top_p']",{},2024-04-30,,0.0000004,0.0000004,32768.0,False
anthropic/claude-3.5-haiku,anthropic/claude-3-5-haiku,,Anthropic: Claude 3.5 Haiku,1730678400,"Claude 3.5 Haiku features offers enhanced capabilities in speed, coding accuracy, and tool use. Engineered to excel in real-time applications, it delivers quick response times that are essential for dynamic tasks such as chat interactions and immediate coding suggestions.

This makes it highly suitable for environments that demand both speed and precision, such as software development, customer service bots, and data management systems.

This model is currently pointing to [Claude 3.5 Haiku (2024-10-22)](/anthropic/claude-3-5-haiku-20241022).",200000.0,"{'modality': 'text+image->text', 'input_modalities': ['text', 'image'], 'output_modalities': ['text'], 'tokenizer': 'Claude', 'instruct_type': None}",,"['max_tokens', 'stop', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_p']","{'temperature': None, 'top_p': None, 'frequency_penalty': None}",2024-07-31,,0.0000008,0.000004,8192.0,True
anthracite-org/magnum-v4-72b,anthracite-org/magnum-v4-72b,anthracite-org/magnum-v4-72b,Magnum v4 72B,1729555200,"This is a series of models designed to replicate the prose quality of the Claude 3 models, specifically Sonnet(https://openrouter.ai/anthropic/claude-3.5-sonnet) and Opus(https://openrouter.ai/anthropic/claude-3-opus).

The model is fine-tuned on top of [Qwen2.5 72B](https://openrouter.ai/qwen/qwen-2.5-72b-instruct).",16384.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Qwen', 'instruct_type': 'chatml'}",,"['frequency_penalty', 'logit_bias', 'logprobs', 'max_tokens', 'min_p', 'presence_penalty', 'repetition_penalty', 'response_format', 'seed', 'stop', 'temperature', 'top_a', 'top_k', 'top_logprobs', 'top_p']",{},2024-06-30,,0.000003,0.000005,2048.0,False
qwen/qwen-2.5-7b-instruct,qwen/qwen-2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,Qwen: Qwen2.5 7B Instruct,1729036800,"Qwen2.5 7B is the latest series of Qwen large language models. Qwen2.5 brings the following improvements upon Qwen2:

- Significantly more knowledge and has greatly improved capabilities in coding and mathematics, thanks to our specialized expert models in these domains.

- Significant improvements in instruction following, generating long texts (over 8K tokens), understanding structured data (e.g, tables), and generating structured outputs especially JSON. More resilient to the diversity of system prompts, enhancing role-play implementation and condition-setting for chatbots.

- Long-context Support up to 128K tokens and can generate up to 8K tokens.

- Multilingual support for over 29 languages, including Chinese, English, French, Spanish, Portuguese, German, Italian, Russian, Japanese, Korean, Vietnamese, Thai, Arabic, and more.

Usage of this model is subject to [Tongyi Qianwen LICENSE AGREEMENT](https://huggingface.co/Qwen/Qwen1.5-110B-Chat/blob/main/LICENSE).",32768.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Qwen', 'instruct_type': 'chatml'}",,"['frequency_penalty', 'logit_bias', 'max_tokens', 'min_p', 'presence_penalty', 'repetition_penalty', 'response_format', 'seed', 'stop', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_p']","{'temperature': None, 'top_p': None, 'frequency_penalty': None}",2024-06-30,,0.00000004,0.0000001,32768.0,False
